
Chosen beta = variable 
Prediction window size N = 10
     k |    u(1)    x(1)    x(2)    x(3)    x(4)    beta
----------------------------------------------------------------------------------
     1   0.0028   0.1000   0.1000   0.1000   0.1000   0.04348418
     2   0.0182   -0.1579   0.0278   0.2084   0.2605   0.07543630
     3   0.0295   -0.1212   -0.3107   0.0607   0.4242   0.07543634
     4   -0.0045   0.1555   -0.2789   -0.2817   0.3111   0.07543638
     5   -0.0014   0.2019   0.1247   -0.3667   -0.0475   0.07543644
     6   0.0129   0.0115   0.3644   -0.0896   -0.2961   0.07543686
     7   0.0099   -0.1590   0.1953   0.2193   -0.2168   0.07543723
     8   -0.0070   -0.1336   -0.1360   0.2445   0.0434   0.07543760
     9   -0.0185   0.0222   -0.2600   0.0199   0.1861   0.07543783
    10   -0.0116   0.1216   -0.0954   -0.1747   0.0946   0.07543813
    11   0.0010   0.0783   0.1310   -0.1495   -0.0868   0.07543842
    12   0.0072   -0.0369   0.1764   0.0239   -0.1534   0.07543874
    13   0.0016   -0.0900   0.0315   0.1369   -0.0606   0.07543902
    14   -0.0076   -0.0398   -0.1151   0.0865   0.0636   0.07543932
    15   -0.0102   0.0402   -0.1134   -0.0414   0.0860   0.07543961
    16   -0.0050   0.0623   0.0033   -0.1002   0.0053   0.07543968
    17   0.0010   0.0163   0.0917   -0.0448   -0.0748   0.07543975
    18   0.0015   -0.0365   0.0681   0.0441   -0.0731   0.07543983
    19   -0.0030   -0.0409   -0.0198   0.0690   -0.0091   0.07543990
    20   -0.0069   -0.0028   -0.0688   0.0181   0.0386   0.07543997
    21   -0.0064   0.0301   -0.0374   -0.0406   0.0247   0.07544004
    22   -0.0031   0.0253   0.0254   -0.0458   -0.0238   0.07544011
    23   -0.0010   -0.0042   0.0490   -0.0036   -0.0505   0.07544018
    24   -0.0020   -0.0231   0.0177   0.0330   -0.0331   0.07544025
    25   -0.0046   -0.0145   -0.0249   0.0279   0.0009   0.07544032
    26   -0.0058   0.0070   -0.0331   -0.0048   0.0132   0.07544039
    27   -0.0048   0.0168   -0.0059   -0.0259   -0.0045   0.07544046
    28   -0.0032   0.0074   0.0215   -0.0165   -0.0281   0.07544052
    29   -0.0028   -0.0075   0.0212   0.0074   -0.0326   0.07544059
    30   -0.0039   -0.0116   -0.0006   0.0184   -0.0179   0.07544065
    31   -0.0051   -0.0030   -0.0172   0.0080   -0.0033   0.07544072
    32   -0.0053   0.0068   -0.0127   -0.0086   -0.0040   0.07544077
    33   -0.0046   0.0077   0.0037   -0.0133   -0.0164   0.07544083
    34   -0.0040   0.0005   0.0129   -0.0038   -0.0257   0.07544089
    35   -0.0042   -0.0056   0.0070   0.0072   -0.0235   0.07544094
    36   -0.0049   -0.0047   -0.0048   0.0081   -0.0148   0.07544099
    37   -0.0054   0.0008   -0.0092   0.0002   -0.0103   0.07544104
    38   -0.0054   0.0043   -0.0033   -0.0066   -0.0140   0.07544109
    39   -0.0050   0.0027   0.0046   -0.0057   -0.0208   0.07544113
    40   -0.0049   -0.0013   0.0062   0.0004   -0.0236   0.07544153
    41   -0.0052   -0.0031   0.0011   0.0044   -0.0207   0.07544200
    42   -0.0057   -0.0014   -0.0040   0.0026   -0.0168   0.07544240
    43   -0.0059   0.0014   -0.0040   -0.0019   -0.0164   0.07544273
    44   -0.0058   0.0022   0.0001   -0.0039   -0.0197   0.07544305
    45   -0.0058   0.0006   0.0032   -0.0020   -0.0229   0.07544332
    46   -0.0059   -0.0013   0.0024   0.0011   -0.0233   0.07544356
    47   -0.0062   -0.0014   -0.0007   0.0019   -0.0215   0.07544375
    48   -0.0064   -0.0001   -0.0024   0.0002   -0.0204   0.07544390
    49   -0.0066   0.0011   -0.0013   -0.0019   -0.0213   0.07544401
    50   -0.0066   0.0009   0.0009   -0.0021   -0.0235   0.07544415
    51   -0.0066   -0.0001   0.0017   -0.0006   -0.0250   0.07544435
    52   -0.0068   -0.0008   0.0006   0.0006   -0.0249   0.07544457
    53   -0.0071   -0.0005   -0.0009   0.0004   -0.0242   0.07544479
    54   -0.0073   0.0003   -0.0012   -0.0007   -0.0243   0.07544499
    55   -0.0074   0.0006   -0.0002   -0.0015   -0.0255   0.07544522
    56   -0.0075   0.0003   0.0007   -0.0012   -0.0269   0.07544526
    57   -0.0076   -0.0002   0.0007   -0.0003   -0.0276   0.07544529
    58   -0.0079   -0.0004   -0.0000   0.0000   -0.0277   0.07544557
    59   -0.0081   -0.0001   -0.0006   -0.0003   -0.0278   0.07544581
    60   -0.0083   0.0003   -0.0005   -0.0009   -0.0284   0.07544612
    61   -0.0076   0.0003   0.0001   -0.0011   -0.0295   0.07544646
