
Chosen beta = variable 
Prediction window size N = 10
     k |    u(1)    x(1)    x(2)    x(3)    x(4)    beta
----------------------------------------------------------------------------------
     1   0.0028   0.1000   0.1000   0.1000   0.1000   0.04348418
     2   0.0142   -0.0879   0.1034   0.2175   0.1793   0.06569972
     3   0.0172   -0.1701   -0.0355   0.2584   0.3041   0.08716698
     4   0.0369   -0.1256   -0.1926   0.1405   0.4105   0.08716701
     5   0.0287   0.0239   -0.2445   -0.0906   0.4251   0.08716724
     6   0.0163   0.1312   -0.1622   -0.3030   0.3232   0.08716751
     7   0.0105   0.1480   -0.0172   -0.3940   0.1429   0.08716758
     8   0.0077   0.1007   0.1102   -0.3435   -0.0468   0.08716761
     9   0.0031   0.0299   0.1755   -0.1947   -0.1841   0.08716767
    10   -0.0056   -0.0349   0.1706   -0.0163   -0.2366   0.08716804
    11   -0.0110   -0.0790   0.1098   0.1276   -0.2062   0.08716807
    12   -0.0135   -0.0869   0.0230   0.1946   -0.1220   0.08716831
    13   -0.0147   -0.0619   -0.0539   0.1770   -0.0259   0.08716839
    14   -0.0129   -0.0215   -0.0961   0.0986   0.0448   0.08716862
    15   -0.0087   0.0190   -0.0963   -0.0010   0.0692   0.08716896
    16   -0.0056   0.0475   -0.0608   -0.0819   0.0470   0.08716900
    17   -0.0037   0.0535   -0.0079   -0.1167   -0.0049   0.08716905
    18   -0.0037   0.0382   0.0396   -0.0996   -0.0610   0.08716909
    19   -0.0051   0.0102   0.0641   -0.0454   -0.0983   0.08716939
    20   -0.0060   -0.0177   0.0595   0.0188   -0.1047   0.08716974
    21   -0.0062   -0.0330   0.0327   0.0662   -0.0824   0.08717003
    22   -0.0062   -0.0319   -0.0010   0.0820   -0.0439   0.08717008
    23   -0.0059   -0.0195   -0.0273   0.0668   -0.0056   0.08717019
    24   -0.0047   -0.0034   -0.0387   0.0324   0.0197   0.08717023
    25   -0.0026   0.0107   -0.0344   -0.0052   0.0263   0.08717026
    26   -0.0010   0.0192   -0.0184   -0.0323   0.0162   0.08717029
    27   -0.0004   0.0193   0.0017   -0.0407   -0.0029   0.08725655
    28   -0.0007   0.0116   0.0177   -0.0303   -0.0213   0.08725659
    29   -0.0010   0.0001   0.0236   -0.0087   -0.0313   0.08725693
    30   -0.0013   -0.0091   0.0186   0.0132   -0.0300   0.08725729
    31   -0.0015   -0.0126   0.0072   0.0264   -0.0196   0.08725759
    32   -0.0016   -0.0104   -0.0047   0.0275   -0.0056   0.08725766
    33   -0.0015   -0.0050   -0.0125   0.0184   0.0062   0.08725771
    34   -0.0008   0.0011   -0.0144   0.0044   0.0120   0.08725814
    35   -0.0004   0.0060   -0.0106   -0.0085   0.0108   0.08725842
    36   -0.0002   0.0077   -0.0033   -0.0156   0.0045   0.08725861
    37   -0.0002   0.0060   0.0038   -0.0152   -0.0035   0.08725879
    38   -0.0005   0.0022   0.0079   -0.0090   -0.0097   0.08725901
    39   -0.0009   -0.0018   0.0080   -0.0007   -0.0122   0.08725929
    40   -0.0012   -0.0043   0.0048   0.0059   -0.0107   0.08725950
    41   -0.0014   -0.0045   0.0001   0.0084   -0.0070   0.08725962
    42   -0.0016   -0.0029   -0.0038   0.0064   -0.0031   0.08725985
    43   -0.0012   -0.0005   -0.0055   0.0015   -0.0011   0.08726018
    44   -0.0004   0.0023   -0.0045   -0.0037   -0.0016   0.08727760
    45   -0.0004   0.0046   -0.0008   -0.0065   -0.0044   0.08729430
    46   -0.0007   0.0037   0.0036   -0.0050   -0.0074   0.08729434
    47   -0.0006   0.0003   0.0056   -0.0001   -0.0088   0.08729440
    48   -0.0004   -0.0026   0.0044   0.0051   -0.0075   0.08729467
    49   -0.0003   -0.0034   0.0013   0.0080   -0.0041   0.08729475
    50   -0.0003   -0.0026   -0.0018   0.0077   -0.0000   0.08729480
    51   -0.0002   -0.0011   -0.0037   0.0048   0.0032   0.08729486
    52   0.0000   0.0006   -0.0039   0.0008   0.0046   0.08729497
    53   0.0002   0.0018   -0.0027   -0.0025   0.0041   0.08729511
    54   0.0002   0.0021   -0.0006   -0.0042   0.0023   0.08729520
    55   0.0003   0.0015   0.0012   -0.0039   0.0002   0.08729543
    56   0.0002   0.0005   0.0023   -0.0021   -0.0013   0.08729563
    57   0.0002   -0.0005   0.0023   0.0003   -0.0017   0.08729583
    58   0.0001   -0.0012   0.0013   0.0022   -0.0011   0.08729606
    59   0.0001   -0.0012   0.0001   0.0029   0.0002   0.08729609
    60   0.0002   -0.0008   -0.0010   0.0024   0.0016   0.08729613
    61   0.0002   -0.0001   -0.0014   0.0011   0.0025   0.08729646
    62   0.0003   0.0005   -0.0012   -0.0002   0.0027   0.08729680
