
Chosen beta = variable 
Prediction window size N = 10
     k |    u(1)    x(1)    x(2)    x(3)    x(4)    beta
----------------------------------------------------------------------------------
     1   0.0028   0.1000   0.1000   0.1000   0.1000   0.04348418
     2   0.0160   -0.1545   0.0665   0.2048   0.1777   0.06047842
     3   0.0152   -0.2192   -0.1389   0.1741   0.2811   0.06478725
     4   0.0189   -0.0751   -0.3006   -0.0578   0.3170   0.06478749
     5   -0.0116   0.1643   -0.2553   -0.3560   0.2117   0.06478755
     6   -0.0075   0.2678   -0.0290   -0.5069   -0.0136   0.09635149
     7   -0.0127   0.2304   0.2337   -0.4014   -0.2517   0.09635152
     8   -0.0070   0.0476   0.3804   -0.0790   -0.3780   0.09635186
     9   0.0090   -0.1575   0.3233   0.2901   -0.3228   0.09635216
    10   0.0089   -0.2607   0.1055   0.5132   -0.1128   0.09635220
    11   0.0063   -0.2418   -0.1568   0.4861   0.1480   0.09635223
    12   0.0064   -0.1082   -0.3400   0.2264   0.3338   0.09635246
    13   -0.0030   0.0825   -0.3537   -0.1365   0.3569   0.09635278
    14   -0.0094   0.2196   -0.1964   -0.4230   0.2104   0.09635281
    15   -0.0060   0.2456   0.0457   -0.5006   -0.0306   0.09635284
    16   -0.0068   0.1634   0.2592   -0.3412   -0.2501   0.09635287
    17   -0.0026   -0.0003   0.3445   -0.0256   -0.3454   0.09635315
    18   0.0070   -0.1583   0.2619   0.2909   -0.2756   0.09635338
    19   0.0076   -0.2276   0.0613   0.4583   -0.0799   0.09635344
    20   0.0065   -0.1940   -0.1583   0.4070   0.1457   0.09635349
    21   0.0055   -0.0722   -0.2972   0.1690   0.2955   0.09635372
    22   -0.0013   0.0832   -0.2915   -0.1384   0.3029   0.09635396
    23   -0.0073   0.1891   -0.1499   -0.3681   0.1703   0.09635400
    24   -0.0065   0.2006   0.0526   -0.4177   -0.0346   0.09635405
    25   -0.0060   0.1243   0.2218   -0.2741   -0.2147   0.09635408
    26   -0.0037   -0.0085   0.2822   -0.0109   -0.2885   0.09635453
    27   0.0043   -0.1336   0.2081   0.2448   -0.2269   0.09635457
    28   0.0062   -0.1844   0.0429   0.3745   -0.0651   0.09635460
    29   0.0056   -0.1515   -0.1317   0.3273   0.1177   0.09635492
    30   0.0056   -0.0528   -0.2381   0.1341   0.2375   0.09635534
    31   0.0011   0.0689   -0.2296   -0.1099   0.2432   0.09635538
    32   -0.0047   0.1503   -0.1154   -0.2893   0.1386   0.09635542
    33   -0.0048   0.1547   0.0429   -0.3259   -0.0218   0.09635574
    34   -0.0051   0.0927   0.1714   -0.2135   -0.1621   0.09635613
    35   -0.0048   -0.0091   0.2147   -0.0119   -0.2202   0.09635637
    36   0.0010   -0.1030   0.1560   0.1813   -0.1754   0.09635661
    37   0.0035   -0.1383   0.0305   0.2775   -0.0555   0.09635699
    38   0.0038   -0.1093   -0.0979   0.2414   0.0797   0.09635738
    39   0.0051   -0.0348   -0.1726   0.0998   0.1681   0.09635762
    40   0.0023   0.0531   -0.1626   -0.0752   0.1738   0.09635785
    41   -0.0010   0.1075   -0.0788   -0.2004   0.1014   0.09635809
    42   -0.0025   0.1069   0.0326   -0.2235   -0.0092   0.09635848
    43   -0.0034   0.0591   0.1185   -0.1440   -0.1047   0.09635872
    44   -0.0021   -0.0116   0.1427   -0.0074   -0.1436   0.09635896
    45   -0.0002   -0.0696   0.1001   0.1188   -0.1139   0.09635920
    46   0.0017   -0.0904   0.0168   0.1789   -0.0360   0.09635944
    47   0.0026   -0.0685   -0.0657   0.1526   0.0503   0.09635967
    48   0.0023   -0.0181   -0.1103   0.0604   0.1055   0.09635991
    49   0.0010   0.0354   -0.1009   -0.0497   0.1077   0.09636015
    50   -0.0006   0.0677   -0.0471   -0.1265   0.0614   0.09636039
    51   -0.0017   0.0662   0.0225   -0.1387   -0.0078   0.09636063
    52   -0.0020   0.0352   0.0749   -0.0874   -0.0665   0.09636087
    53   -0.0013   -0.0085   0.0885   -0.0020   -0.0894   0.09636111
    54   -0.0001   -0.0440   0.0609   0.0757   -0.0698   0.09636135
    55   0.0010   -0.0562   0.0088   0.1116   -0.0208   0.09636159
    56   0.0016   -0.0419   -0.0421   0.0937   0.0326   0.09636182
    57   0.0014   -0.0102   -0.0689   0.0355   0.0661   0.09636206
    58   0.0006   0.0229   -0.0621   -0.0327   0.0665   0.09636230
    59   -0.0004   0.0423   -0.0281   -0.0795   0.0370   0.09636254
    60   -0.0011   0.0408   0.0152   -0.0858   -0.0061   0.09636278
    61   -0.0012   0.0211   0.0472   -0.0529   -0.0422   0.09636302
    62   -0.0008   -0.0061   0.0549   0.0004   -0.0556   0.09636326
