
Chosen beta = variable 
Prediction window size N = 10
     k |    u(1)    x(1)    x(2)    x(3)    x(4)    beta
----------------------------------------------------------------------------------
     1   0.0028   0.1000   0.1000   0.1000   0.1000   0.04348418
     2   0.0138   -0.0745   0.1105   0.2200   0.1796   0.06809868
     3   0.0175   -0.1553   -0.0130   0.2755   0.3087   0.09581302
     4   0.0351   -0.1244   -0.1609   0.1860   0.4302   0.09581307
     5   0.0340   0.0002   -0.2242   -0.0170   0.4751   0.09581311
     6   0.0256   0.1019   -0.1689   -0.2221   0.4130   0.09581340
     7   0.0204   0.1268   -0.0494   -0.3333   0.2691   0.09581346
     8   0.0143   0.0914   0.0626   -0.3236   0.1002   0.09581349
     9   0.0057   0.0293   0.1226   -0.2258   -0.0396   0.09625081
    10   0.0050   -0.0272   0.1205   -0.0995   -0.1208   0.09625087
    11   -0.0020   -0.0447   0.0813   0.0028   -0.1434   0.09625091
    12   -0.0095   -0.0423   0.0354   0.0610   -0.1255   0.09625114
    13   -0.0113   -0.0320   -0.0032   0.0762   -0.0896   0.09625145
    14   -0.0075   -0.0144   -0.0268   0.0598   -0.0546   0.09625148
    15   -0.0037   0.0076   -0.0293   0.0299   -0.0321   0.09690110
    16   -0.0029   0.0206   -0.0135   0.0074   -0.0234   0.09706036
    17   -0.0042   0.0159   0.0061   0.0041   -0.0214   0.09706040
    18   -0.0017   -0.0012   0.0136   0.0155   -0.0168   0.09706047
    19   0.0005   -0.0109   0.0071   0.0267   -0.0060   0.09706051
    20   0.0005   -0.0104   -0.0039   0.0282   0.0082   0.09706054
    21   0.0009   -0.0058   -0.0122   0.0198   0.0206   0.09706058
    22   0.0014   0.0005   -0.0148   0.0057   0.0271   0.09706065
    23   0.0016   0.0056   -0.0114   -0.0078   0.0264   0.09706078
    24   0.0017   0.0073   -0.0047   -0.0160   0.0202   0.09706101
    25   0.0015   0.0057   0.0021   -0.0171   0.0116   0.09706125
    26   0.0008   0.0023   0.0061   -0.0128   0.0040   0.09706129
    27   0.0005   -0.0015   0.0064   -0.0062   -0.0008   0.09706904
    28   0.0003   -0.0032   0.0038   -0.0010   -0.0025   0.09707026
    29   0.0001   -0.0026   0.0007   0.0012   -0.0023   0.09707030
    30   -0.0005   -0.0008   -0.0011   0.0008   -0.0017   0.09707054
    31   -0.0003   0.0001   -0.0014   -0.0005   -0.0016   0.09707058
    32   -0.0002   0.0010   -0.0008   -0.0017   -0.0022   0.09707389
    33   -0.0002   0.0014   0.0005   -0.0019   -0.0032   0.09707515
    34   -0.0003   0.0007   0.0016   -0.0009   -0.0039   0.09707521
    35   -0.0003   -0.0004   0.0018   0.0009   -0.0039   0.09707528
    36   -0.0002   -0.0010   0.0011   0.0024   -0.0030   0.09707538
    37   -0.0002   -0.0010   0.0000   0.0029   -0.0017   0.09707559
    38   -0.0001   -0.0006   -0.0008   0.0025   -0.0003   0.09707579
    39   -0.0001   -0.0001   -0.0011   0.0015   0.0007   0.09707598
    40   -0.0000   0.0003   -0.0010   0.0004   0.0012   0.09707617
    41   0.0000   0.0005   -0.0007   -0.0005   0.0011   0.09707636
    42   0.0001   0.0005   -0.0002   -0.0009   0.0007   0.09707656
    43   0.0001   0.0004   0.0003   -0.0009   0.0003   0.09707675
    44   0.0001   0.0002   0.0005   -0.0005   -0.0001   0.09707694
    45   0.0001   -0.0001   0.0006   0.0001   -0.0002   0.09707713
    46   0.0001   -0.0003   0.0004   0.0006   0.0000   0.09707732
    47   0.0001   -0.0003   0.0001   0.0009   0.0004   0.09707751
    48   0.0001   -0.0003   -0.0002   0.0008   0.0009   0.09707771
    49   0.0001   -0.0001   -0.0004   0.0005   0.0012   0.09707790
    50   0.0001   0.0001   -0.0004   0.0000   0.0013   0.09707809
    51   0.0001   0.0002   -0.0003   -0.0004   0.0012   0.09707828
    52   0.0001   0.0002   -0.0001   -0.0005   0.0010   0.09707846
    53   0.0001   0.0002   0.0001   -0.0005   0.0007   0.09707865
    54   0.0001   0.0000   0.0002   -0.0003   0.0005   0.09707887
    55   0.0001   -0.0001   0.0002   -0.0001   0.0003   0.09707906
    56   0.0001   -0.0001   0.0001   -0.0000   0.0003   0.09707925
    57   0.0001   -0.0001   -0.0000   0.0000   0.0003   0.09707944
    58   0.0000   -0.0000   -0.0001   -0.0000   0.0003   0.09707963
    59   0.0000   0.0000   -0.0000   -0.0001   0.0003   0.09707982
    60   0.0000   0.0000   0.0000   -0.0001   0.0003   0.09708001
    61   0.0001   0.0000   0.0000   -0.0001   0.0002   0.09708021
    62   0.0001   0.0000   0.0001   -0.0000   0.0002   0.09708040
    63   0.0001   -0.0000   0.0001   0.0001   0.0002   0.09708060
