
Chosen beta = variable 
Prediction window size N = 10
     k |    u(1)    x(1)    x(2)    x(3)    x(4)    beta
    63   -0.0001   -0.0001   -0.0001   0.0003   -0.0007   0.10824258
    64   -0.0001   -0.0000   -0.0001   0.0002   -0.0006   0.10824284
    65   -0.0001   0.0000   -0.0001   0.0001   -0.0006   0.10824309
    66   -0.0001   0.0000   -0.0001   -0.0000   -0.0006   0.10824335
    67   -0.0001   0.0001   -0.0000   -0.0001   -0.0006   0.10824354
    68   -0.0001   0.0000   0.0000   -0.0001   -0.0006   0.10824374
    69   -0.0001   0.0000   0.0000   -0.0000   -0.0006   0.10824393
    70   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10824412
    71   -0.0001   0.0000   0.0000   0.0000   -0.0007   0.10824431
    72   -0.0001   -0.0000   -0.0000   0.0000   -0.0006   0.10824450
    73   -0.0001   -0.0000   -0.0000   0.0000   -0.0006   0.10824471
    74   -0.0001   0.0000   -0.0000   -0.0000   -0.0006   0.10824494
    75   -0.0001   0.0000   -0.0000   -0.0001   -0.0007   0.10824518
    76   -0.0001   0.0000   0.0000   -0.0001   -0.0007   0.10824542
    77   -0.0001   0.0000   0.0000   -0.0001   -0.0008   0.10824566
    78   -0.0001   0.0000   0.0000   -0.0000   -0.0008   0.10824589
    79   -0.0001   -0.0000   0.0000   -0.0000   -0.0008   0.10824611
    80   -0.0001   -0.0000   0.0000   0.0000   -0.0008   0.10824634
    81   -0.0001   -0.0000   0.0000   0.0000   -0.0008   0.10824658
    82   -0.0001   -0.0000   -0.0000   0.0001   -0.0008   0.10824681
    83   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10824705
    84   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10824728
    85   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10824752
    86   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10824776
    87   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10824800
    88   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10824824
    89   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10824847
    90   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10824870
    91   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10824893
    92   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10824916
    93   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10824940
    94   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10824963
    95   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10824986
    96   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10825010
    97   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10825033
    98   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10825057
    99   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10825080
   100   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10825103
   101   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10825127
   102   -0.0001   -0.0000   -0.0000   -0.0000   -0.0007   0.10825150
   103   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10825173
   104   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10825196
   105   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10825219
   106   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10825243
   107   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10825266
   108   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10825289
   109   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10825313
   110   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10825336
   111   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10825359
   112   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10825382
   113   -0.0001   -0.0000   -0.0000   -0.0000   -0.0007   0.10825406
   114   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10825429
   115   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10825452
   116   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10825476
   117   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10825499
   118   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10825522
   119   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10825546
   120   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10825569
   121   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10825592
   122   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10825616
   123   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10825639
   124   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10825662
   125   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10825686
   126   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10825709
   127   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10825732
   128   -0.0001   0.0000   0.0000   0.0000   -0.0007   0.10825756
   129   -0.0001   0.0000   0.0000   0.0000   -0.0007   0.10825779
   130   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10825802
   131   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10825826
   132   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10825849
   133   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10825872
   134   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10825896
   135   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10825919
   136   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10825942
   137   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10825965
   138   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10825989
   139   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10826012
   140   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10826035
   141   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10826059
   142   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10826082
   143   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10826105
   144   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10826129
   145   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10826152
   146   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10826175
   147   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10826199
   148   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10826222
   149   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10826245
   150   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10826269
   151   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10826292
   152   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10826315
   153   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10826339
   154   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10826362
   155   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10826385
   156   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10826409
   157   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10826432
   158   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10826455
   159   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10826479
   160   -0.0001   -0.0000   -0.0000   -0.0000   -0.0007   0.10826502
   161   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10826525
   162   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10826549
   163   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10826572
   164   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10826595
   165   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10826619
   166   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10826642
   167   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10826665
   168   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10826688
   169   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10826712
   170   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10826735
   171   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10826758
   172   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10826782
   173   -0.0001   0.0000   0.0000   0.0000   -0.0007   0.10826805
   174   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10826828
   175   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10826852
   176   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10826875
   177   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10826898
   178   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10826922
   179   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10826945
   180   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10826968
   181   -0.0001   0.0000   0.0000   0.0000   -0.0007   0.10826992
   182   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10827015
   183   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10827038
   184   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10827062
   185   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10827085
   186   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10827108
   187   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10827132
   188   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10827155
   189   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10827178
   190   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10827202
   191   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10827225
   192   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10827248
   193   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10827272
   194   -0.0001   0.0000   0.0000   0.0000   -0.0007   0.10827295
   195   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10827318
   196   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10827342
   197   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10827365
   198   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10827388
   199   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10827411
   200   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10827435
   201   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10827458
   202   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10827481
   203   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10827505
   204   -0.0001   0.0000   0.0000   0.0000   -0.0007   0.10827528
   205   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10827551
   206   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10827575
   207   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10827598
   208   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10827621
   209   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10827645
   210   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10827668
   211   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10827691
   212   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10827715
   213   -0.0001   -0.0000   -0.0000   -0.0000   -0.0007   0.10827738
   214   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10827761
   215   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10827785
   216   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10827808
   217   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10827831
   218   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10827855
   219   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10827878
   220   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10827901
   221   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10827925
   222   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10827948
   223   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10827971
   224   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10827995
   225   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10828018
   226   -0.0001   -0.0000   -0.0000   -0.0000   -0.0007   0.10828041
   227   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10828065
   228   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10828088
   229   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10828111
   230   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10828134
   231   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10828158
   232   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10828181
   233   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10828204
   234   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10828228
   235   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10828251
   236   -0.0001   -0.0000   -0.0000   -0.0000   -0.0007   0.10828274
   237   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10828298
   238   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10828321
   239   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10828344
   240   -0.0001   -0.0000   -0.0000   -0.0000   -0.0007   0.10828368
   241   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10828391
   242   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10828414
   243   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10828438
   244   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10828461
   245   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10828484
   246   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10828508
   247   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10828531
   248   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10828554
   249   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10828578
   250   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10828601
   251   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10828624
   252   -0.0001   0.0000   0.0000   0.0000   -0.0007   0.10828648
   253   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10828671
   254   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10828694
   255   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10828718
   256   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10828741
   257   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10828764
   258   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10828788
   259   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10828811
   260   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10828834
   261   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10828857
   262   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10828881
   263   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10828904
   264   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10828927
   265   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10828951
   266   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10828974
   267   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10828997
   268   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10829021
   269   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10829044
   270   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10829067
   271   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10829091
   272   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10829114
   273   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10829137
   274   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10829161
   275   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10829184
   276   -0.0001   0.0000   0.0000   0.0000   -0.0007   0.10829207
   277   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10829231
   278   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10829254
   279   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10829277
   280   -0.0001   0.0000   0.0000   0.0000   -0.0007   0.10829301
   281   -0.0001   0.0000   0.0000   0.0000   -0.0007   0.10829324
   282   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10829347
   283   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10829371
   284   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10829394
   285   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10829417
   286   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10829441
   287   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10829464
   288   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10829487
   289   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10829511
   290   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10829534
   291   -0.0001   -0.0000   -0.0000   -0.0000   -0.0007   0.10829557
   292   -0.0001   -0.0000   -0.0000   -0.0000   -0.0007   0.10829580
   293   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10829604
   294   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10829627
   295   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10829650
   296   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10829674
   297   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10829697
   298   -0.0001   0.0000   0.0000   0.0000   -0.0007   0.10829720
   299   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10829744
   300   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10829767
   301   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10829790
   302   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10829814
   303   -0.0001   -0.0000   -0.0000   -0.0000   -0.0007   0.10829837
   304   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10829860
   305   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10829884
   306   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10829907
   307   -0.0001   -0.0000   -0.0000   -0.0000   -0.0007   0.10829930
   308   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10829954
   309   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10829977
   310   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10830000
   311   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10830024
   312   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10830047
   313   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10830070
   314   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10830094
   315   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10830117
   316   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10830140
   317   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10830164
   318   -0.0001   -0.0000   -0.0000   -0.0000   -0.0007   0.10830187
   319   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10830210
   320   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10830234
   321   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10830257
   322   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10830280
   323   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10830303
   324   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10830327
   325   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10830350
   326   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10830373
   327   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10830397
   328   -0.0001   0.0000   0.0000   0.0000   -0.0007   0.10830420
   329   -0.0001   0.0000   0.0000   0.0000   -0.0007   0.10830443
   330   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10830467
   331   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10830490
   332   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10830513
   333   -0.0001   0.0000   -0.0000   0.0000   -0.0007   0.10830537
   334   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10830560
   335   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10830583
   336   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10830607
   337   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10830630
   338   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10830653
   339   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10830677
   340   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10830700
   341   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10830723
   342   -0.0001   0.0000   0.0000   0.0000   -0.0007   0.10830747
   343   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10830770
   344   -0.0001   0.0000   0.0000   0.0000   -0.0007   0.10830793
   345   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10830817
   346   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10830840
   347   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10830863
   348   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10830887
   349   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10830910
   350   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10830933
   351   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10830957
   352   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10830980
   353   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10831003
   354   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10831026
   355   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10831050
   356   -0.0001   0.0000   0.0000   0.0000   -0.0007   0.10831073
   357   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10831096
   358   -0.0001   -0.0000   0.0000   0.0000   -0.0007   0.10831120
   359   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10831143
   360   -0.0001   -0.0000   -0.0000   0.0000   -0.0007   0.10831166
   361   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10831190
   362   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10831213
   363   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10831236
   364   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10831260
   365   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10831283
   366   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10831306
   367   -0.0001   0.0000   -0.0000   -0.0000   -0.0007   0.10831330
   368   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10831353
   369   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10831376
   370   -0.0001   -0.0000   0.0000   -0.0000   -0.0007   0.10831400
   371   -0.0001   0.0000   0.0000   -0.0000   -0.0007   0.10831423
