
Chosen beta = variable 
Prediction window size N = 10
     k |    u(1)    x(1)    x(2)    x(3)    x(4)    beta
    63   -0.0001   -0.0000   0.0001   0.0002   -0.0007   0.09528090
    64   -0.0001   -0.0000   0.0001   0.0003   -0.0006   0.09528109
    65   -0.0001   -0.0001   0.0000   0.0003   -0.0004   0.09528128
    66   -0.0001   -0.0001   -0.0001   0.0003   -0.0003   0.09528147
    67   -0.0001   -0.0000   -0.0001   0.0002   -0.0002   0.09528166
    68   -0.0000   0.0000   -0.0001   0.0001   -0.0001   0.09528185
    69   -0.0000   0.0000   -0.0001   -0.0001   -0.0001   0.09528204
    70   -0.0000   0.0000   -0.0001   -0.0001   -0.0001   0.09528224
    71   -0.0000   0.0000   -0.0000   -0.0002   -0.0002   0.09528243
    72   -0.0001   0.0000   0.0000   -0.0001   -0.0003   0.09528263
    73   -0.0001   -0.0000   0.0000   -0.0001   -0.0004   0.09528285
    74   -0.0001   -0.0000   -0.0000   -0.0001   -0.0004   0.09528307
    75   -0.0001   -0.0000   -0.0001   -0.0001   -0.0005   0.09528326
    76   -0.0001   -0.0000   -0.0001   -0.0002   -0.0006   0.09528346
    77   -0.0001   0.0001   -0.0001   -0.0003   -0.0007   0.09528365
    78   -0.0001   0.0001   -0.0000   -0.0004   -0.0009   0.09528384
    79   -0.0001   0.0001   0.0001   -0.0003   -0.0011   0.09528416
    80   -0.0001   0.0001   0.0002   -0.0002   -0.0012   0.09528438
    81   -0.0001   -0.0000   0.0003   0.0001   -0.0012   0.09528457
    82   -0.0001   -0.0001   0.0002   0.0004   -0.0011   0.09528476
    83   -0.0001   -0.0002   0.0001   0.0005   -0.0009   0.09528495
    84   -0.0001   -0.0001   -0.0001   0.0005   -0.0006   0.09528514
    85   -0.0001   -0.0000   -0.0001   0.0004   -0.0004   0.09528533
    86   -0.0001   0.0000   -0.0002   0.0003   -0.0002   0.09528552
    87   -0.0000   0.0000   -0.0001   0.0001   -0.0001   0.09528571
    88   -0.0000   0.0000   -0.0001   -0.0000   -0.0001   0.09528590
    89   -0.0000   0.0001   -0.0000   -0.0001   -0.0001   0.09528609
    90   -0.0000   0.0000   -0.0000   -0.0001   -0.0001   0.09528628
    91   -0.0000   0.0000   0.0000   -0.0001   -0.0002   0.09528648
    92   -0.0000   -0.0000   0.0000   -0.0001   -0.0002   0.09528667
    93   -0.0000   -0.0000   0.0000   -0.0000   -0.0003   0.09528689
    94   -0.0001   -0.0000   0.0000   -0.0000   -0.0003   0.09528708
    95   -0.0001   -0.0000   -0.0000   -0.0000   -0.0003   0.09528720
    96   -0.0001   -0.0000   -0.0001   -0.0001   -0.0003   0.09528735
    97   -0.0001   0.0000   -0.0001   -0.0002   -0.0004   0.09528757
    98   -0.0001   0.0000   -0.0001   -0.0003   -0.0005   0.09528777
    99   -0.0001   0.0001   -0.0001   -0.0004   -0.0007   0.09528796
   100   -0.0001   0.0001   0.0000   -0.0004   -0.0009   0.09528815
   101   -0.0001   0.0001   0.0001   -0.0004   -0.0011   0.09528843
   102   -0.0001   0.0001   0.0002   -0.0002   -0.0012   0.09528867
   103   -0.0001   0.0000   0.0003   0.0001   -0.0013   0.09528886
   104   -0.0001   -0.0001   0.0002   0.0004   -0.0012   0.09528905
   105   -0.0001   -0.0002   0.0001   0.0005   -0.0009   0.09528924
   106   -0.0001   -0.0001   -0.0000   0.0006   -0.0006   0.09528943
   107   -0.0001   -0.0001   -0.0001   0.0005   -0.0004   0.09528962
   108   -0.0001   -0.0000   -0.0002   0.0003   -0.0002   0.09528981
   109   -0.0000   0.0000   -0.0002   0.0001   -0.0001   0.09529000
   110   -0.0000   0.0001   -0.0001   -0.0000   -0.0000   0.09529019
   111   -0.0000   0.0001   -0.0001   -0.0001   -0.0001   0.09529038
   112   -0.0000   0.0001   -0.0000   -0.0001   -0.0001   0.09529056
   113   -0.0000   0.0000   0.0000   -0.0001   -0.0002   0.09529076
   114   -0.0000   -0.0000   0.0001   -0.0001   -0.0002   0.09529096
   115   -0.0000   -0.0000   0.0000   -0.0000   -0.0003   0.09529117
   116   -0.0001   -0.0000   0.0000   0.0000   -0.0003   0.09529136
   117   -0.0001   -0.0000   -0.0000   -0.0000   -0.0003   0.09529151
   118   -0.0001   -0.0000   -0.0001   -0.0001   -0.0003   0.09529164
   119   -0.0001   0.0000   -0.0001   -0.0002   -0.0003   0.09529183
   120   -0.0001   0.0000   -0.0001   -0.0003   -0.0004   0.09529202
   121   -0.0001   0.0001   -0.0001   -0.0004   -0.0006   0.09529222
   122   -0.0001   0.0001   -0.0000   -0.0004   -0.0008   0.09529241
   123   -0.0001   0.0001   0.0001   -0.0004   -0.0010   0.09529261
   124   -0.0001   0.0001   0.0002   -0.0003   -0.0012   0.09529287
   125   -0.0001   0.0001   0.0002   -0.0001   -0.0012   0.09529307
   126   -0.0001   -0.0000   0.0003   0.0002   -0.0012   0.09529326
   127   -0.0001   -0.0001   0.0002   0.0004   -0.0011   0.09529345
   128   -0.0001   -0.0001   0.0001   0.0005   -0.0008   0.09529364
   129   -0.0001   -0.0001   -0.0001   0.0005   -0.0005   0.09529383
   130   -0.0001   -0.0000   -0.0002   0.0004   -0.0003   0.09529402
   131   -0.0001   0.0000   -0.0002   0.0002   -0.0001   0.09529421
   132   -0.0000   0.0000   -0.0001   0.0001   -0.0001   0.09529440
   133   -0.0000   0.0001   -0.0001   -0.0000   -0.0001   0.09529459
   134   -0.0000   0.0001   -0.0000   -0.0001   -0.0001   0.09529478
   135   -0.0000   0.0000   0.0000   -0.0001   -0.0002   0.09529497
   136   -0.0000   0.0000   0.0000   -0.0001   -0.0002   0.09529517
   137   -0.0000   -0.0000   0.0000   -0.0000   -0.0002   0.09529536
   138   -0.0001   -0.0000   0.0000   -0.0000   -0.0003   0.09529558
   139   -0.0001   -0.0000   -0.0000   -0.0000   -0.0003   0.09529578
   140   -0.0001   -0.0000   -0.0001   -0.0000   -0.0003   0.09529593
   141   -0.0001   -0.0000   -0.0001   -0.0001   -0.0003   0.09529605
   142   -0.0001   0.0000   -0.0001   -0.0002   -0.0004   0.09529627
   143   -0.0001   0.0000   -0.0001   -0.0003   -0.0005   0.09529646
   144   -0.0001   0.0001   -0.0001   -0.0004   -0.0007   0.09529666
   145   -0.0001   0.0001   0.0000   -0.0004   -0.0009   0.09529685
   146   -0.0001   0.0001   0.0001   -0.0003   -0.0011   0.09529705
   147   -0.0001   0.0001   0.0002   -0.0002   -0.0012   0.09529731
   148   -0.0001   0.0000   0.0003   0.0001   -0.0013   0.09529750
   149   -0.0001   -0.0001   0.0002   0.0003   -0.0012   0.09529769
   150   -0.0001   -0.0001   0.0001   0.0005   -0.0010   0.09529788
   151   -0.0001   -0.0001   -0.0000   0.0006   -0.0007   0.09529807
   152   -0.0001   -0.0001   -0.0001   0.0005   -0.0004   0.09529826
   153   -0.0001   -0.0000   -0.0002   0.0003   -0.0002   0.09529845
   154   -0.0000   0.0000   -0.0002   0.0002   -0.0001   0.09529864
   155   -0.0000   0.0000   -0.0001   0.0000   -0.0000   0.09529883
   156   -0.0000   0.0001   -0.0001   -0.0001   -0.0000   0.09529902
   157   -0.0000   0.0001   -0.0000   -0.0001   -0.0001   0.09529921
   158   -0.0000   0.0000   0.0000   -0.0001   -0.0002   0.09529940
   159   -0.0000   0.0000   0.0000   -0.0001   -0.0002   0.09529960
   160   -0.0000   -0.0000   0.0000   -0.0000   -0.0002   0.09529982
   161   -0.0001   -0.0000   0.0000   -0.0000   -0.0003   0.09530002
   162   -0.0001   -0.0000   -0.0000   -0.0000   -0.0003   0.09530013
   163   -0.0001   -0.0000   -0.0001   -0.0000   -0.0003   0.09530022
   164   -0.0001   -0.0000   -0.0001   -0.0001   -0.0003   0.09530036
   165   -0.0001   -0.0000   -0.0001   -0.0002   -0.0004   0.09530056
   166   -0.0001   0.0000   -0.0001   -0.0004   -0.0006   0.09530075
   167   -0.0001   0.0001   -0.0000   -0.0004   -0.0008   0.09530094
   168   -0.0001   0.0001   0.0001   -0.0004   -0.0010   0.09530113
   169   -0.0001   0.0001   0.0002   -0.0003   -0.0012   0.09530142
   170   -0.0001   0.0001   0.0003   -0.0001   -0.0013   0.09530161
   171   -0.0001   -0.0001   0.0003   0.0002   -0.0012   0.09530180
   172   -0.0001   -0.0001   0.0002   0.0005   -0.0011   0.09530199
   173   -0.0001   -0.0002   0.0000   0.0006   -0.0008   0.09530218
   174   -0.0001   -0.0001   -0.0001   0.0005   -0.0005   0.09530237
   175   -0.0001   -0.0000   -0.0002   0.0004   -0.0002   0.09530256
   176   -0.0001   0.0000   -0.0002   0.0002   -0.0001   0.09530275
   177   -0.0000   0.0000   -0.0002   0.0001   -0.0000   0.09530294
   178   -0.0000   0.0001   -0.0001   -0.0001   -0.0000   0.09530313
   179   -0.0000   0.0001   -0.0000   -0.0001   -0.0001   0.09530332
   180   -0.0000   0.0000   0.0000   -0.0001   -0.0001   0.09530351
   181   -0.0000   0.0000   0.0001   -0.0001   -0.0002   0.09530371
   182   -0.0000   -0.0000   0.0001   -0.0001   -0.0002   0.09530393
   183   -0.0000   -0.0000   0.0000   -0.0000   -0.0002   0.09530415
   184   -0.0001   -0.0000   -0.0000   0.0000   -0.0002   0.09530429
   185   -0.0001   -0.0001   -0.0001   -0.0000   -0.0002   0.09530442
   186   -0.0001   -0.0000   -0.0001   -0.0001   -0.0003   0.09530455
   187   -0.0001   -0.0000   -0.0001   -0.0002   -0.0004   0.09530466
   188   -0.0001   0.0000   -0.0001   -0.0003   -0.0005   0.09530485
   189   -0.0001   0.0001   -0.0001   -0.0004   -0.0007   0.09530505
   190   -0.0001   0.0001   0.0000   -0.0004   -0.0009   0.09530524
   191   -0.0001   0.0001   0.0001   -0.0004   -0.0011   0.09530543
   192   -0.0001   0.0001   0.0002   -0.0002   -0.0012   0.09530569
   193   -0.0001   0.0000   0.0003   0.0000   -0.0013   0.09530588
   194   -0.0001   -0.0001   0.0002   0.0003   -0.0012   0.09530607
   195   -0.0001   -0.0001   0.0001   0.0005   -0.0010   0.09530626
   196   -0.0001   -0.0001   0.0000   0.0006   -0.0007   0.09530645
   197   -0.0001   -0.0001   -0.0001   0.0005   -0.0004   0.09530664
   198   -0.0001   -0.0000   -0.0002   0.0004   -0.0002   0.09530683
   199   -0.0000   -0.0000   -0.0002   0.0002   -0.0001   0.09530702
   200   -0.0000   0.0000   -0.0002   0.0000   -0.0000   0.09530721
   201   -0.0000   0.0001   -0.0001   -0.0001   -0.0000   0.09530740
   202   -0.0000   0.0001   -0.0000   -0.0001   -0.0001   0.09530759
   203   -0.0000   0.0000   0.0000   -0.0001   -0.0002   0.09530778
   204   -0.0000   0.0000   0.0001   -0.0001   -0.0002   0.09530798
   205   -0.0000   -0.0000   0.0001   -0.0000   -0.0003   0.09530820
   206   -0.0001   -0.0000   0.0000   0.0000   -0.0003   0.09530839
   207   -0.0001   -0.0000   -0.0000   0.0000   -0.0003   0.09530849
   208   -0.0001   -0.0001   -0.0001   -0.0000   -0.0003   0.09530862
   209   -0.0001   -0.0000   -0.0001   -0.0001   -0.0003   0.09530881
   210   -0.0001   -0.0000   -0.0001   -0.0002   -0.0004   0.09530903
   211   -0.0001   0.0000   -0.0001   -0.0004   -0.0006   0.09530923
   212   -0.0001   0.0001   -0.0000   -0.0004   -0.0007   0.09530942
   213   -0.0001   0.0001   0.0000   -0.0004   -0.0010   0.09530961
   214   -0.0001   0.0001   0.0001   -0.0003   -0.0011   0.09530988
   215   -0.0001   0.0001   0.0002   -0.0001   -0.0013   0.09531009
   216   -0.0001   -0.0000   0.0003   0.0001   -0.0013   0.09531028
   217   -0.0001   -0.0001   0.0002   0.0004   -0.0011   0.09531047
   218   -0.0001   -0.0002   0.0001   0.0006   -0.0009   0.09531066
   219   -0.0001   -0.0001   -0.0001   0.0006   -0.0006   0.09531085
   220   -0.0001   -0.0001   -0.0002   0.0005   -0.0003   0.09531104
   221   -0.0001   -0.0000   -0.0002   0.0003   -0.0001   0.09531123
   222   -0.0000   0.0000   -0.0002   0.0001   -0.0000   0.09531142
   223   -0.0000   0.0001   -0.0001   -0.0000   -0.0000   0.09531161
   224   -0.0000   0.0001   -0.0001   -0.0001   -0.0001   0.09531180
   225   -0.0000   0.0000   0.0000   -0.0001   -0.0001   0.09531199
   226   -0.0000   0.0000   0.0000   -0.0001   -0.0002   0.09531219
   227   -0.0000   -0.0000   0.0001   -0.0001   -0.0002   0.09531238
   228   -0.0000   -0.0000   0.0000   -0.0000   -0.0003   0.09531260
   229   -0.0001   -0.0000   0.0000   0.0000   -0.0003   0.09531281
   230   -0.0001   -0.0001   -0.0001   -0.0000   -0.0003   0.09531296
   231   -0.0001   -0.0000   -0.0001   -0.0001   -0.0003   0.09531311
   232   -0.0001   -0.0000   -0.0001   -0.0002   -0.0004   0.09531333
   233   -0.0001   0.0000   -0.0001   -0.0003   -0.0005   0.09531352
   234   -0.0001   0.0001   -0.0001   -0.0004   -0.0007   0.09531372
   235   -0.0001   0.0001   0.0000   -0.0004   -0.0009   0.09531391
   236   -0.0001   0.0001   0.0001   -0.0004   -0.0011   0.09531410
   237   -0.0001   0.0001   0.0002   -0.0002   -0.0012   0.09531435
   238   -0.0001   0.0000   0.0003   0.0001   -0.0013   0.09531454
   239   -0.0001   -0.0001   0.0002   0.0003   -0.0012   0.09531473
   240   -0.0001   -0.0001   0.0001   0.0005   -0.0010   0.09531492
   241   -0.0001   -0.0001   -0.0000   0.0006   -0.0007   0.09531511
   242   -0.0001   -0.0001   -0.0001   0.0005   -0.0004   0.09531530
   243   -0.0001   -0.0000   -0.0002   0.0004   -0.0002   0.09531549
   244   -0.0000   0.0000   -0.0002   0.0002   -0.0001   0.09531568
   245   -0.0000   0.0000   -0.0001   0.0000   -0.0000   0.09531587
   246   -0.0000   0.0001   -0.0001   -0.0001   -0.0000   0.09531606
   247   -0.0000   0.0001   -0.0000   -0.0001   -0.0001   0.09531625
   248   -0.0000   0.0000   0.0000   -0.0001   -0.0002   0.09531645
   249   -0.0000   0.0000   0.0001   -0.0001   -0.0002   0.09531664
   250   -0.0000   -0.0000   0.0000   -0.0000   -0.0002   0.09531686
   251   -0.0001   -0.0000   0.0000   -0.0000   -0.0003   0.09531708
   252   -0.0001   -0.0001   -0.0000   -0.0000   -0.0003   0.09531718
   253   -0.0001   -0.0000   -0.0001   -0.0001   -0.0003   0.09531727
   254   -0.0001   0.0000   -0.0001   -0.0002   -0.0003   0.09531747
   255   -0.0001   0.0000   -0.0001   -0.0003   -0.0004   0.09531769
   256   -0.0001   0.0000   -0.0001   -0.0004   -0.0006   0.09531788
   257   -0.0001   0.0001   -0.0000   -0.0004   -0.0008   0.09531807
   258   -0.0001   0.0001   0.0000   -0.0004   -0.0010   0.09531827
   259   -0.0001   0.0001   0.0001   -0.0003   -0.0011   0.09531853
   260   -0.0001   0.0001   0.0002   -0.0001   -0.0013   0.09531874
   261   -0.0001   -0.0000   0.0003   0.0001   -0.0012   0.09531893
   262   -0.0001   -0.0001   0.0002   0.0004   -0.0011   0.09531912
   263   -0.0001   -0.0001   0.0001   0.0005   -0.0009   0.09531931
   264   -0.0001   -0.0001   -0.0001   0.0006   -0.0006   0.09531950
   265   -0.0001   -0.0001   -0.0002   0.0004   -0.0003   0.09531969
   266   -0.0001   -0.0000   -0.0002   0.0003   -0.0001   0.09531988
   267   -0.0000   0.0000   -0.0002   0.0001   -0.0001   0.09532007
   268   -0.0000   0.0001   -0.0001   -0.0000   -0.0000   0.09532026
   269   -0.0000   0.0001   -0.0001   -0.0001   -0.0001   0.09532045
   270   -0.0000   0.0000   0.0000   -0.0001   -0.0001   0.09532064
   271   -0.0000   0.0000   0.0000   -0.0001   -0.0002   0.09532083
   272   -0.0000   -0.0000   0.0000   -0.0001   -0.0002   0.09532103
   273   -0.0000   -0.0000   0.0000   -0.0000   -0.0003   0.09532125
   274   -0.0001   -0.0000   0.0000   0.0000   -0.0003   0.09532146
   275   -0.0001   -0.0001   -0.0001   -0.0000   -0.0003   0.09532161
   276   -0.0001   -0.0000   -0.0001   -0.0001   -0.0003   0.09532189
   277   -0.0001   0.0000   -0.0001   -0.0002   -0.0004   0.09532203
   278   -0.0001   0.0000   -0.0001   -0.0003   -0.0005   0.09532225
   279   -0.0001   0.0000   -0.0001   -0.0004   -0.0007   0.09532244
   280   -0.0001   0.0001   -0.0000   -0.0004   -0.0009   0.09532263
   281   -0.0001   0.0001   0.0001   -0.0004   -0.0011   0.09532286
   282   -0.0001   0.0001   0.0002   -0.0002   -0.0013   0.09532313
   283   -0.0001   0.0000   0.0003   0.0000   -0.0013   0.09532332
   284   -0.0001   -0.0001   0.0003   0.0003   -0.0012   0.09532351
   285   -0.0001   -0.0001   0.0002   0.0005   -0.0010   0.09532370
   286   -0.0001   -0.0002   0.0000   0.0006   -0.0007   0.09532389
   287   -0.0001   -0.0001   -0.0001   0.0005   -0.0004   0.09532408
   288   -0.0001   -0.0000   -0.0002   0.0004   -0.0002   0.09532427
   289   -0.0000   -0.0000   -0.0002   0.0002   -0.0000   0.09532446
   290   -0.0000   0.0000   -0.0002   0.0000   0.0000   0.09532465
   291   -0.0000   0.0001   -0.0001   -0.0001   0.0000   0.09532484
   292   -0.0000   0.0001   -0.0000   -0.0002   -0.0001   0.09532503
   293   -0.0000   0.0000   0.0000   -0.0002   -0.0001   0.09532523
   294   -0.0000   0.0000   0.0001   -0.0001   -0.0002   0.09532542
   295   -0.0000   -0.0000   0.0001   -0.0000   -0.0002   0.09532564
   296   -0.0001   -0.0000   0.0000   0.0000   -0.0003   0.09532576
   297   -0.0001   -0.0000   -0.0000   0.0000   -0.0002   0.09532593
   298   -0.0001   -0.0000   -0.0001   -0.0000   -0.0002   0.09532603
   299   -0.0001   -0.0000   -0.0001   -0.0001   -0.0003   0.09532630
   300   -0.0001   -0.0000   -0.0001   -0.0002   -0.0004   0.09532649
   301   -0.0002   0.0000   -0.0001   -0.0003   -0.0005   0.09532671
   302   -0.0001   0.0000   -0.0001   -0.0004   -0.0007   0.09532690
   303   -0.0001   0.0001   0.0000   -0.0004   -0.0009   0.09532709
   304   -0.0001   0.0001   0.0001   -0.0004   -0.0011   0.09532729
   305   -0.0001   0.0001   0.0002   -0.0002   -0.0013   0.09532756
   306   -0.0001   0.0000   0.0003   0.0001   -0.0013   0.09532775
   307   -0.0001   -0.0001   0.0003   0.0003   -0.0012   0.09532794
   308   -0.0001   -0.0001   0.0001   0.0005   -0.0010   0.09532813
   309   -0.0001   -0.0002   -0.0000   0.0006   -0.0007   0.09532832
   310   -0.0001   -0.0001   -0.0001   0.0005   -0.0004   0.09532851
   311   -0.0001   -0.0000   -0.0002   0.0004   -0.0002   0.09532870
   312   -0.0000   0.0000   -0.0002   0.0002   -0.0000   0.09532889
   313   -0.0000   0.0000   -0.0001   0.0000   0.0000   0.09532908
   314   -0.0000   0.0001   -0.0001   -0.0001   -0.0000   0.09532927
   315   -0.0000   0.0001   -0.0000   -0.0002   -0.0001   0.09532945
   316   -0.0000   0.0000   0.0000   -0.0001   -0.0002   0.09532965
   317   -0.0000   0.0000   0.0001   -0.0001   -0.0002   0.09532985
   318   -0.0000   -0.0000   0.0001   -0.0000   -0.0002   0.09533006
   319   -0.0001   -0.0000   0.0000   0.0000   -0.0002   0.09533029
   320   -0.0001   -0.0001   -0.0000   0.0000   -0.0002   0.09533040
   321   -0.0001   -0.0000   -0.0001   -0.0001   -0.0003   0.09533051
   322   -0.0001   0.0000   -0.0001   -0.0002   -0.0003   0.09533077
   323   -0.0001   0.0000   -0.0001   -0.0002   -0.0004   0.09533095
   324   -0.0002   0.0000   -0.0001   -0.0003   -0.0006   0.09533117
   325   -0.0001   0.0000   -0.0000   -0.0004   -0.0007   0.09533136
   326   -0.0001   0.0001   0.0000   -0.0004   -0.0009   0.09533156
   327   -0.0001   0.0001   0.0001   -0.0004   -0.0011   0.09533183
   328   -0.0001   0.0001   0.0002   -0.0002   -0.0013   0.09533209
   329   -0.0001   0.0000   0.0003   0.0001   -0.0013   0.09533228
   330   -0.0001   -0.0001   0.0003   0.0003   -0.0012   0.09533247
   331   -0.0001   -0.0002   0.0001   0.0005   -0.0010   0.09533266
   332   -0.0001   -0.0002   -0.0000   0.0006   -0.0007   0.09533285
   333   -0.0001   -0.0001   -0.0001   0.0005   -0.0004   0.09533304
   334   -0.0001   -0.0000   -0.0002   0.0004   -0.0002   0.09533323
   335   -0.0000   0.0000   -0.0002   0.0002   -0.0000   0.09533342
   336   -0.0000   0.0001   -0.0001   0.0000   0.0000   0.09533361
   337   -0.0000   0.0001   -0.0001   -0.0001   -0.0000   0.09533380
   338   -0.0000   0.0001   -0.0000   -0.0001   -0.0001   0.09533399
   339   -0.0000   0.0000   0.0000   -0.0001   -0.0002   0.09533419
   340   -0.0000   0.0000   0.0001   -0.0001   -0.0002   0.09533438
   341   -0.0000   -0.0000   0.0000   -0.0000   -0.0002   0.09533460
   342   -0.0001   -0.0000   0.0000   0.0000   -0.0002   0.09533473
   343   -0.0001   -0.0000   -0.0000   0.0000   -0.0002   0.09533482
   344   -0.0001   -0.0000   -0.0001   -0.0000   -0.0002   0.09533498
   345   -0.0001   -0.0000   -0.0001   -0.0001   -0.0003   0.09533512
   346   -0.0001   0.0000   -0.0001   -0.0002   -0.0004   0.09533534
   347   -0.0001   0.0000   -0.0001   -0.0003   -0.0005   0.09533553
   348   -0.0001   0.0001   -0.0000   -0.0004   -0.0007   0.09533573
   349   -0.0001   0.0001   0.0000   -0.0004   -0.0009   0.09533592
   350   -0.0001   0.0001   0.0001   -0.0004   -0.0011   0.09533617
   351   -0.0001   0.0001   0.0002   -0.0002   -0.0013   0.09533642
   352   -0.0001   0.0000   0.0003   0.0001   -0.0013   0.09533661
   353   -0.0001   -0.0001   0.0002   0.0004   -0.0012   0.09533680
   354   -0.0001   -0.0001   0.0001   0.0005   -0.0009   0.09533699
   355   -0.0001   -0.0001   -0.0000   0.0006   -0.0007   0.09533718
   356   -0.0001   -0.0001   -0.0001   0.0005   -0.0004   0.09533737
   357   -0.0001   -0.0000   -0.0002   0.0003   -0.0002   0.09533756
   358   -0.0000   0.0000   -0.0002   0.0002   -0.0001   0.09533774
   359   -0.0000   0.0000   -0.0001   0.0000   -0.0000   0.09533793
   360   -0.0000   0.0001   -0.0001   -0.0001   -0.0000   0.09533812
   361   -0.0000   0.0001   -0.0000   -0.0001   -0.0001   0.09533831
   362   -0.0000   0.0000   0.0000   -0.0001   -0.0002   0.09533851
   363   -0.0000   0.0000   0.0001   -0.0001   -0.0002   0.09533870
   364   -0.0000   -0.0000   0.0000   -0.0000   -0.0002   0.09533892
   365   -0.0001   -0.0000   0.0000   0.0000   -0.0003   0.09533915
   366   -0.0001   -0.0001   -0.0000   -0.0000   -0.0002   0.09533925
   367   -0.0001   -0.0000   -0.0001   -0.0001   -0.0003   0.09533934
   368   -0.0001   0.0000   -0.0001   -0.0002   -0.0003   0.09533954
   369   -0.0001   0.0000   -0.0001   -0.0003   -0.0004   0.09533976
   370   -0.0001   0.0000   -0.0001   -0.0004   -0.0006   0.09533995
