
Chosen beta = variable 
Prediction window size N = 10
     k |    u(1)    x(1)    x(2)    x(3)    x(4)    beta
----------------------------------------------------------------------------------
     1   0.0028   0.1000   0.1000   0.1000   0.1000   0.04348418
     2   0.0144   -0.0941   0.1022   0.2341   0.1835   0.07039702
     3   0.0277   -0.1534   -0.1744   0.2081   0.3058   0.07039709
     4   0.0050   -0.0243   -0.3721   -0.0871   0.3445   0.07039732
     5   -0.0019   0.1172   -0.2789   -0.4366   0.2097   0.07094750
     6   -0.0012   0.1854   0.0418   -0.5667   -0.0547   0.09225823
     7   0.0087   0.1268   0.3763   -0.3477   -0.2974   0.09225846
     8   0.0162   -0.0187   0.4963   0.1131   -0.3611   0.09225870
     9   0.0048   -0.1639   0.3066   0.5391   -0.1901   0.11704512
    10   0.0022   -0.2287   -0.1123   0.6473   0.1242   0.12992490
    11   -0.0124   -0.1295   -0.4976   0.3256   0.3837   0.12992523
    12   -0.0190   0.0578   -0.5799   -0.2447   0.4074   0.12992548
    13   -0.0058   0.2225   -0.2860   -0.7055   0.1575   0.18658514
    14   -0.0027   0.2663   0.2367   -0.7376   -0.2254   0.18658517
    15   0.0177   0.1147   0.6472   -0.2701   -0.4947   0.18658523
    16   0.0192   -0.1114   0.6583   0.4208   -0.4576   0.18658526
    17   0.0061   -0.2907   0.2344   0.8975   -0.1101   0.27973592
    18   -0.0008   -0.2984   -0.3961   0.8180   0.3453   0.27973595
    19   -0.0247   -0.0889   -0.8149   0.1772   0.6118   0.27973612
    20   -0.0187   0.1794   -0.7276   -0.6393   0.4927   0.27973617
    21   -0.0065   0.3696   -0.1460   -1.1083   0.0313   0.40752326
    22   0.0069   0.3251   0.5985   -0.8746   -0.4959   0.40752359
    23   0.0327   0.0469   1.0031   -0.0269   -0.7384   0.40752366
    24   0.0106   -0.2679   0.7782   0.9169   -0.5065   0.43062121
    25   0.0068   -0.4681   -0.0060   1.3369   0.0900   0.57119625
    26   -0.0182   -0.3359   -0.8690   0.8771   0.6799   0.57119653
    27   -0.0427   0.0283   -1.2077   -0.2227   0.8579   0.57119685
    28   -0.0130   0.3889   -0.7746   -1.2748   0.4653   0.71395241
    29   -0.0066   0.5613   0.2401   -1.5713   -0.2890   0.80341119
    30   0.0284   0.3274   1.1963   -0.8137   -0.9257   0.80341142
    31   0.0471   -0.1319   1.4192   0.5716   -0.9957   0.80341174
    32   0.0144   -0.5376   0.7176   1.7086   -0.3961   1.13090871
    33   0.0073   -0.6534   -0.5558   1.8092   0.5371   1.13090906
    34   -0.0422   -0.2893   -1.5715   0.6841   1.2034   1.13090938
    35   -0.0474   0.2637   -1.6171   -1.0035   1.1256   1.13090965
    36   -0.0151   0.7062   -0.5947   -2.1842   0.2856   1.68811384
    37   0.0011   0.7336   0.9461   -2.0134   -0.8289   1.68811417
    38   0.0599   0.2268   1.9843   -0.4627   -1.4918   1.68811438
    39   0.0469   -0.4293   1.7908   1.5356   -1.2156   1.68811468
    40   0.0162   -0.8987   0.3846   2.7028   -0.0967   2.45556553
    41   -0.0154   -0.8014   -1.4372   2.1602   1.1960   2.45556588
    42   -0.0794   -0.1271   -2.4467   0.1044   1.8049   2.45556692
    43   -0.0260   0.6438   -1.9223   -2.2103   1.2565   2.56273340
    44   -0.0168   1.1421   -0.0198   -3.2657   -0.1927   3.43133713
    45   0.0435   0.8305   2.0971   -2.1745   -1.6422   3.43133753
    46   0.1046   -0.0546   2.9502   0.4985   -2.0974   3.43133803
    47   0.0318   -0.9384   1.9202   3.0831   -1.1587   4.24462570
    48   0.0165   -1.3720   -0.5468   3.8433   0.6770   4.82648141
    49   -0.0683   -0.8132   -2.8974   2.0270   2.2439   4.82648168
    50   -0.1161   0.3060   -3.4729   -1.3471   2.4384   4.82648230
    51   -0.0354   1.3018   -1.7888   -4.1463   0.9942   6.73395111
    52   -0.0181   1.6003   1.3140   -4.4345   -1.2820   6.73395146
    53   0.1016   0.7242   3.8183   -1.7205   -2.9266   6.73395292
    54   0.1166   -0.6271   3.9663   2.3999   -2.7633   6.73395341
    55   0.0373   -1.7163   1.4969   5.3157   -0.7305   10.06557920
    56   -0.0008   -1.8006   -2.2664   4.9456   1.9937   10.06558046
    57   -0.1452   -0.5730   -4.8314   1.1895   3.6359   10.06558061
    58   -0.1168   1.0300   -4.3989   -3.6963   2.9914   10.06558072
    59   -0.0398   2.1859   -0.9946   -6.5886   0.2768   14.66162511
    60   0.0350   1.9711   3.4595   -5.3204   -2.8886   14.66162658
    61   0.1925   0.3351   5.9657   -0.3317   -4.4077   14.66162780
    62   0.0635   -1.5505   4.7347   5.3370   -3.1049   15.15573165
